1,Plate7,E4,20
1,Plate7,G10,20
1,Plate7,F11,20
1,Plate7,C10,20
1,Plate7,C7,20
2,Plate9,E8,20
2,Plate9,E7,20
2,Plate9,F7,20
3,Plate11,A2,20
3,Plate11,C2,20
4,Plate12,D10,20
4,Plate12,G10,20
4,Plate12,H5,20
5,Plate13,B7,20
5,Plate13,H9,20
5,Plate13,D3,20
5,Plate13,G8,20
5,Plate13,F8,20
6,Plate14,A7,20
6,Plate14,H4,20
